outcode,latitude,longitude,region
CM11,51.62379174542431,0.44319608652246245,East of England
CM12,51.626694364734405,0.4149457681159422,East of England
CM13,51.6151733402062,0.33460843814433094,East of England
CM14,51.619019740636226,0.29587802715355854,East of England
CM15,51.641448474002395,0.3040529093107613,East of England
CM16,51.700396593657004,0.11864224479682899,East of England
CM17,51.77327306554881,0.14100760213414656,East of England
CM18,51.75668016313213,0.10472120554649253,East of England
CM19,51.7614124398626,0.07430652577319573,East of England
CM2,51.72368066409263,0.4850038284611126,East of England
CM20,51.77441643855392,0.09999580642570326,East of England
CM21,51.81214865625011,0.1479960854166671,East of England
CM22,51.86641661823365,0.21817939173789208,East of England
CM23,51.87106429737276,0.15866694242593746,East of England
CM24,51.897819748888836,0.20659942444444485,East of England
CM3,51.71595522268113,0.5868774696969722,East of England
CM4,51.674793076422716,0.3879342032520329,East of England
CM5,51.71840953958006,0.2477775815831994,East of England
CM6,51.87822003681532,0.37565803167808115,East of England
CM7,51.88618727166263,0.5479305272666442,East of England
CM77,51.8668732022472,0.553661230337078,East of England
CM8,51.805562333062426,0.6384287359870008,East of England
CM9,51.739218666860175,0.6948512459302348,East of England
CM92,51.769363,0.06128,East of England
CM98,51.752113150000014,0.5184734500000003,East of England
CM99,51.73992848453609,0.49357324742267966,East of England
CO1,51.87586735855495,0.8785975356835646,East of England
CO10,52.054104024532585,0.7268493089397065,East of England
CO11,51.94244879574479,1.0750890950354637,East of England
CO12,51.93217972330097,1.2555490946601944,East of England
CO13,51.8383526954225,1.2375487869718313,East of England
CO14,51.85028472438158,1.267536484098939,East of England
CO15,51.79695894844822,1.1554184013303754,East of England
CO16,51.82009973821994,1.1265635455497387,East of England
CO2,51.8709618662093,0.8951766020583193,East of England
CO3,51.885403095401585,0.8578435037748812,East of England
CO4,51.90710040663179,0.920199046538687,East of England
CO5,51.81424759134626,0.8208058878205142,East of England
CO6,51.93237968684751,0.792677432846207,East of England
CO7,51.880805166666484,1.0035225437956214,East of England
CO8,51.97335128169012,0.7670620704225354,East of England
CO9,51.96729760532899,0.6115192814321406,East of England
CR0,51.373274751196085,-0.0787672088174983,London
CR2,51.34596801413595,-0.09572907615139137,London
CR3,51.297515663589884,-0.09633630871794827,South East
CR4,51.40256508939123,-0.14540949705304612,London
CR44,51.38232077272726,-0.13287131818181813,London
CR5,51.31346702542358,-0.14130657062146978,London
CR6,51.30280546666671,-0.05782804999999996,South East
CR7,51.39234788073389,-0.10382805504587103,London
CR8,51.33660192887035,-0.11122802259414147,London
CR9,51.374822774226764,-0.09503194394971083,London
CR90,51.377587857988225,-0.1088916449704142,London
CT1,51.27886161804612,1.0867294321573922,South East
CT10,51.36289481219266,1.429082585054082,South East
CT11,51.33653208192562,1.4123782913851355,South East
CT12,51.343370944285645,1.3695019999999996,South East
CT13,51.26858404553723,1.3304917832422603,South East
CT14,51.217490992382345,1.3871087063711955,South East
CT15,51.17126948063129,1.2838370459110477,South East
CT16,51.13971808906866,1.3014914514169897,South East
CT17,51.12873283819249,1.2954228148688047,South East
CT18,51.11280001520909,1.1500121996197707,South East
CT19,51.08839080380504,1.168352479191437,South East
CT2,51.29253021259841,1.082348392716534,South East
CT20,51.07962634129987,1.164973020911132,South East
CT21,51.07271584335974,1.0773709103291738,South East
CT3,51.27665118400875,1.2064086440306687,South East
CT4,51.22771973935613,1.067972239875389,South East
CT5,51.3542053406342,1.0347220490936597,South East
CT50,51.079217333333325,1.1440553333333334,South East
CT6,51.3640126676385,1.1284981545189503,South East
CT7,51.371250094650215,1.3017343353909454,South East
CT8,51.38054253932577,1.3402931310861423,South East
CT9,51.383472412896566,1.3880123795248762,South East
CV1,52.40889686249998,-1.5073144006579122,West Midlands
CV10,52.52572580988268,-1.4997220217755474,West Midlands
CV11,52.52068508407741,-1.4560429263392982,West Midlands
CV12,52.477074523186836,-1.4735899952437554,West Midlands
CV13,52.60773778758944,-1.4173680763723175,East Midlands
CV2,52.423432048449634,-1.4676593488372103,West Midlands
CV21,52.371299177945545,-1.2704654743107797,West Midlands
CV22,52.35749711169647,-1.2824763730242372,West Midlands
CV23,52.35128399144564,-1.2939768588537204,West Midlands
CV3,52.393367205612435,-1.4816395841836854,West Midlands
CV31,52.28016770717783,-1.527055144371953,West Midlands
CV32,52.29573918654432,-1.5318004709480164,West Midlands
CV33,52.236447329457306,-1.4485119935400534,West Midlands
CV34,52.283714250845236,-1.583597524678823,West Midlands
CV35,52.232124611755,-1.595458215231792,West Midlands
CV36,52.07058374693871,-1.629931414285716,West Midlands
CV37,52.186138651665075,-1.7157656692169179,West Midlands
CV4,52.399224100849274,-1.556893398089171,West Midlands
CV47,52.23634965613628,-1.3874273657351093,West Midlands
CV5,52.412081018472016,-1.5487435465994932,West Midlands
CV6,52.431256599250545,-1.5066003553370861,West Midlands
CV7,52.442946968655455,-1.557860331648128,West Midlands
CV8,52.35116633804062,-1.5476903627537426,West Midlands
CV9,52.58487083101846,-1.559220670138888,West Midlands
CW1,53.099771381110116,-2.430505125296638,North West
CW10,53.18893015724384,-2.4486665971731445,North West
CW11,53.143285413984636,-2.365271403995553,North West
CW12,53.16681814414422,-2.216365837837831,North West
CW2,53.08098830840406,-2.4457520277563605,North West
CW3,53.003472228365396,-2.4101445624999966,West Midlands
CW4,53.203959158798305,-2.3408898969957095,North West
CW5,53.0635841822326,-2.5224994616552703,North West
CW6,53.161265473684345,-2.6670296161745863,North West
CW7,53.190863184190015,-2.527099664031636,North West
CW8,53.25384504436072,-2.5593385015037664,North West
CW9,53.259792201940265,-2.5040416458460095,North West
CW98,53.088199,-2.4311115,North West
DA1,51.447133760179824,0.2094685816993492,South East
DA10,51.44212690858723,0.29956927423822727,South East
DA11,51.43541942090391,0.3515332043314495,South East
DA12,51.431056924527994,0.3836463207547159,South East
DA13,51.38611666267459,0.35405889421157766,South East
DA14,51.425824328378575,0.11055894054054098,London
DA15,51.43977401395364,0.09900307325581405,London
DA16,51.46448124664874,0.10902022788203763,London
DA17,51.48644006666672,0.15090370196078415,London
DA18,51.49145840594058,0.1457841188118812,London
DA2,51.43349712804877,0.23228922103658559,South East
DA3,51.38589325932856,0.30639812126865845,South East
DA4,51.39282263398692,0.2309488267973858,South East
DA5,51.44102094712301,0.1477139642301711,London
DA6,51.456074379474934,0.13921649642004777,London
DA7,51.464957233962096,0.14306690000000075,London
DA8,51.47613273387973,0.17976045035823954,London
DA9,51.44788898465469,0.2799186572890026,South East
DD1,56.46182001303722,-2.9773341088957337,Scotland
DD10,56.7460226348808,-2.4301373387703924,Scotland
DD11,56.572230427272856,-2.597503402727279,Scotland
DD2,56.471236120264884,-3.0279338424534057,Scotland
DD3,56.48204447344464,-2.989485039453726,Scotland
DD4,56.481973264625886,-2.935498517006812,Scotland
DD5,56.47980852079716,-2.863341585788572,Scotland
DD6,56.436501467191604,-2.9282876062992114,Scotland
DD7,56.502631892773884,-2.720692233100233,Scotland
DD8,56.655624352241034,-2.922232324229689,Scotland
DD9,56.74793336327341,-2.666591710578843,Scotland
DE1,52.918894587874455,-1.472552674638487,East Midlands
DE11,52.77299299035612,-1.5567022618694408,East Midlands
DE12,52.72712511367135,-1.5535536344086025,East Midlands
DE13,52.807521339425705,-1.6882069112271565,West Midlands
DE14,52.807164488636886,-1.639236128030312,West Midlands
DE15,52.798237352272686,-1.6115046461038969,West Midlands
DE2,52.913188754592625,-1.4408743024022594,East Midlands
DE21,52.93245901724125,-1.4351344358620663,East Midlands
DE22,52.9331371283333,-1.497924159166665,East Midlands
DE23,52.89935312659032,-1.499963010178118,East Midlands
DE24,52.890050048513224,-1.4531132942096991,East Midlands
DE3,52.91539919879969,-1.5094780918979758,East Midlands
DE4,53.14319959113577,-1.5843580667915111,East Midlands
DE45,53.21421015000004,-1.6775590675000023,East Midlands
DE5,53.056509526434134,-1.425412347581552,East Midlands
DE55,53.099693207073926,-1.372541855948555,East Midlands
DE56,53.02155865294618,-1.4773638619854699,East Midlands
DE6,52.96310568442618,-1.6689085368852496,East Midlands
DE65,52.86683633236996,-1.6237591661849777,East Midlands
DE7,52.94054903250817,-1.342793605467311,East Midlands
DE72,52.89394213178284,-1.3668618391472867,East Midlands
DE73,52.84984324763891,-1.438292372507868,East Midlands
DE74,52.846482283582006,-1.338668980099503,East Midlands
DE75,53.011875041062744,-1.3530324613526548,East Midlands
DE99,52.91515833333333,-1.4641359999999999,East Midlands
DG1,55.07340118925037,-3.585684695685103,Scotland
DG10,55.32143799600002,-3.4394235720000013,Scotland
DG11,55.114503149584536,-3.340728218836563,Scotland
DG12,54.989663184410624,-3.2506074980988546,Scotland
DG13,55.17455038509315,-3.0322255403726723,Scotland
DG14,55.0801214642857,-2.9875917261904763,Scotland
DG16,54.99689632075472,-3.06856923899371,Scotland
DG2,55.06530816359905,-3.6569633926380423,Scotland
DG3,55.23692866887418,-3.7983406357615896,Scotland
DG4,55.37519502450981,-3.954912725490197,Scotland
DG5,54.92154657203388,-3.8129872966101703,Scotland
DG6,54.83715593537417,-4.055535598639451,Scotland
DG7,54.96650831108151,-4.008063375166893,Scotland
DG8,54.87505102129922,-4.514220800851973,Scotland
DG9,54.878505309628,-5.023028842450766,Scotland
DH1,54.78273236074429,-1.5618584464023324,North East
DH2,54.85994366130886,-1.598485192881745,North East
DH3,54.86980134910721,-1.5689383776785684,North East
DH4,54.852641850451796,-1.4901297732128163,North East
DH5,54.824543053412434,-1.4558760919881302,North East
DH6,54.75314611269971,-1.465509271656856,North East
DH7,54.78963031105055,-1.6614005327421568,North East
DH8,54.85324338479126,-1.832377798170384,North East
DH9,54.8679354101123,-1.7109550505617956,North East
DH97,54.78632975,-1.5552845,North East
DH98,54.88734066666667,-1.5884203333333335,North East
DH99,54.787949709677406,-1.5503098709677416,North East
DL1,54.52833374277387,-1.541332976972094,North East
DL10,54.4132043380406,-1.7000629682259412,Yorkshire and The Humber
DL11,54.43907760488795,-1.8711776211812625,Yorkshire and The Humber
DL12,54.57014170574718,-1.9807316413793092,North East
DL13,54.71680697009353,-1.951536791588785,North East
DL14,54.653392749843725,-1.6899705459662293,North East
DL15,54.70971287916151,-1.7291432712700356,North East
DL16,54.69904540868462,-1.6038283001277152,North East
DL17,54.680934710862616,-1.5431959472843435,North East
DL2,54.52816493340054,-1.5902766518668003,North East
DL3,54.5311306597537,-1.5690742728451088,North East
DL4,54.63083554246569,-1.6456373342465735,North East
DL5,54.61622476481154,-1.5770692809694848,North East
DL6,54.36751683105587,-1.395523140372671,Yorkshire and The Humber
DL7,54.336884906788306,-1.4787189250253272,Yorkshire and The Humber
DL8,54.29452758894769,-1.7822096828160479,Yorkshire and The Humber
DL9,54.37615545945946,-1.7103317664092663,Yorkshire and The Humber
DL98,54.52752199999998,-1.559709,North East
DN1,53.520368432119106,-1.1190436225165674,Yorkshire and The Humber
DN10,53.426389906705495,-0.9403818104956272,East Midlands
DN11,53.449228455911765,-1.0833385551102226,Yorkshire and The Humber
DN12,53.4832171382551,-1.2236445395973155,Yorkshire and The Humber
DN14,53.7079388359451,-0.936321223800199,Yorkshire and The Humber
DN15,53.60941409682196,-0.6523405883222462,Yorkshire and The Humber
DN16,53.568376377423064,-0.6399948346636255,Yorkshire and The Humber
DN17,53.5733723992933,-0.7035292208480577,Yorkshire and The Humber
DN18,53.682118517699216,-0.44571382300885,Yorkshire and The Humber
DN19,53.68455573722634,-0.36591530291970803,Yorkshire and The Humber
DN2,53.53295069241386,-1.104213976551726,Yorkshire and The Humber
DN20,53.557543472450114,-0.5035041934349368,Yorkshire and The Humber
DN21,53.4170525077198,-0.7103528438242288,East Midlands
DN22,53.32511182189135,-0.9302718115284987,East Midlands
DN3,53.54382445945942,-1.064394694819819,Yorkshire and The Humber
DN31,53.57097294205817,-0.08427628871128881,Yorkshire and The Humber
DN32,53.56324844335512,-0.07108419389978217,Yorkshire and The Humber
DN33,53.540529378763935,-0.0987581933438985,Yorkshire and The Humber
DN34,53.5580993903743,-0.11209050802139035,Yorkshire and The Humber
DN35,53.55556823906421,-0.03793133468972534,Yorkshire and The Humber
DN36,53.51300602766249,-0.0404834619640387,Yorkshire and The Humber
DN37,53.55003793719353,-0.1486540225711484,Yorkshire and The Humber
DN38,53.56037630081298,-0.39698668292682915,Yorkshire and The Humber
DN39,53.61702057042255,-0.33005961267605644,Yorkshire and The Humber
DN4,53.505974114117784,-1.1221655800000025,Yorkshire and The Humber
DN40,53.62161788301284,-0.22378020032051246,Yorkshire and The Humber
DN41,53.584702867383506,-0.19508567741935479,Yorkshire and The Humber
DN5,53.5367831128075,-1.1712122400339298,Yorkshire and The Humber
DN55,53.51294213333329,-1.1257215000000003,Yorkshire and The Humber
DN6,53.594757113974296,-1.1770697928642229,Yorkshire and The Humber
DN7,53.57996862055835,-1.0172111840101525,Yorkshire and The Humber
DN8,53.61451127923206,-0.956614788830716,Yorkshire and The Humber
DN9,53.50536813494806,-0.906115289504038,Yorkshire and The Humber
DT1,50.71272430686898,-2.444698589652127,South West
DT10,50.93738092400705,-2.3314165284974,South West
DT11,50.86140495658574,-2.179796117733627,South West
DT2,50.748290826656365,-2.449482175654861,South West
DT3,50.64036051111105,-2.4672236222222184,South West
DT4,50.60985693959733,-2.463159211409398,South West
DT5,50.54939056763276,-2.4428057173912987,South West
DT6,50.73856215999988,-2.774619177959188,South West
DT7,50.729257091715965,-2.9457756331360896,South West
DT8,50.814959423357685,-2.7581806094890524,South West
DT9,50.942619944591,-2.5164585470536536,South West
DY1,52.51504461494259,-2.094206822660087,West Midlands
DY10,52.38685742444443,-2.2289686481481494,West Midlands
DY11,52.385598897204716,-2.2602212533814297,West Midlands
DY12,52.38645727644582,-2.3229189322990123,West Midlands
DY13,52.33718332866389,-2.2809565204741378,West Midlands
DY14,52.380903215116284,-2.455960229651163,West Midlands
DY2,52.49758940548784,-2.0826032195121904,West Midlands
DY3,52.52978060385448,-2.128809018201281,West Midlands
DY4,52.53190521173672,-2.0545491078509075,West Midlands
DY5,52.481121317703995,-2.1227262093775243,West Midlands
DY6,52.49898241585113,-2.1642255156555827,West Midlands
DY7,52.46459128251107,-2.218405533632289,West Midlands
DY8,52.459896955830224,-2.1536733504122356,West Midlands
DY9,52.437514752717284,-2.124164758152163,West Midlands
E1,51.51627191605831,-0.06033581453218398,London
E10,51.568638869718065,-0.012805401408450594,London
E11,51.5672321611624,0.011576206076618058,London
E12,51.551064249657244,0.050665194787379686,London
E13,51.52827740871382,0.025847512448132767,London
E14,51.50766707891233,-0.020376185023505702,London
E15,51.53820981157487,0.00021343674293405838,London
E16,51.51140011080556,0.02166079077770132,London
E17,51.586388984792926,-0.0201242588703836,London
E18,51.59257082424247,0.025631727272727226,London
E1W,51.51249844736826,-0.059235737938596995,London
E2,51.53026530707724,-0.06217430092307629,London
E20,51.546236444,-0.010820800000000002,London
E22,51.50154253846155,-0.016513461538461543,London
E3,51.52821932464262,-0.025578134078212328,London
E4,51.624150591114216,-0.002848040566645207,London
E5,51.559356299660806,-0.054585561969439984,London
E6,51.525208646852484,0.05519689010988989,London
E7,51.54759948789521,0.026034380819366952,London
E77,51.51394899999996,-0.06910300000000001,London
E8,51.54108860326891,-0.06483295542347593,London
E9,51.5415635305375,-0.046251809480401106,London
E98,51.508606131578915,-0.06407457894736836,London
EC1A,51.52024563285026,-0.10441234782608676,London
EC1M,51.52139592599624,-0.10357182352941197,London
EC1N,51.52002495525303,-0.10911833657587544,London
EC1P,51.52456638000031,-0.11201746000000094,London
EC1R,51.52450683275869,-0.10894725172413766,London
EC1V,51.526522019011445,-0.09927657604562762,London
EC1Y,51.52305984529149,-0.09337681838565008,London
EC2A,51.523132014207725,-0.08794880000000009,London
EC2M,51.51841362014596,-0.08675885194174753,London
EC2N,51.51597797727274,-0.08744042803030301,London
EC2P,51.52412763947398,-0.11062496052631612,London
EC2R,51.51631400283287,-0.09184290084985831,London
EC2V,51.515842732456264,-0.09490986403508762,London
EC2Y,51.51998025762703,-0.09630267118644056,London
EC3A,51.514950649606305,-0.08198315157480332,London
EC3B,51.514032,-0.081797,London
EC3M,51.512241708333235,-0.08370569999999987,London
EC3N,51.512662035714214,-0.0797535765306122,London
EC3P,51.5229978906251,-0.1082832734374997,London
EC3R,51.51122156060616,-0.08462625252525241,London
EC3V,51.51334000864553,-0.08688733141210386,London
EC4A,51.5158944194175,-0.10862012815533974,London
EC4M,51.51488390670549,-0.10055452478134105,London
EC4N,51.51335498924732,-0.09308140860215061,London
EC4P,51.52333895890417,-0.11075477168949768,London
EC4R,51.51143187545782,-0.09170141025641027,London
EC4V,51.51263317431197,-0.10021812385321091,London
EC4Y,51.51367112895375,-0.10883368613138684,London
EC50,51.52450500000009,-0.11206299999999962,London
EC88,51.52449029577469,-0.07909657746478868,London
EH1,55.95226832245438,-3.1921253002610883,Scotland
EH10,55.92163029396525,-3.210786329310328,Scotland
EH11,55.933364854391336,-3.2513333651771985,Scotland
EH12,55.94120020819469,-3.276288475636761,Scotland
EH13,55.90859799553563,-3.242520714285713,Scotland
EH14,55.91169701556456,-3.2806421867704354,Scotland
EH15,55.94715254445776,-3.1130434311814814,Scotland
EH16,55.923823300338334,-3.150866254653147,Scotland
EH17,55.90565887306501,-3.1432575185758505,Scotland
EH18,55.87657037903229,-3.1217167419354843,Scotland
EH19,55.87246318448634,-3.1045032955974827,Scotland
EH2,55.95319375844815,-3.2005836357947417,Scotland
EH20,55.87865658450702,-3.1537124929577476,Scotland
EH21,55.93863063656384,-3.046115742290751,Scotland
EH22,55.88613599695541,-3.062226678082202,Scotland
EH23,55.841005649122835,-3.0516990643274857,Scotland
EH24,55.85139700000002,-3.134948788235294,Scotland
EH25,55.85894628313252,-3.177483993975903,Scotland
EH26,55.833704291277236,-3.2236003925233674,Scotland
EH27,55.89022587356324,-3.423404609195404,Scotland
EH28,55.92833890270278,-3.40461965945946,Scotland
EH29,55.956821107913676,-3.395700374100718,Scotland
EH3,55.952101441311456,-3.2053017377049273,Scotland
EH31,56.03750222123896,-2.820504460176991,Scotland
EH32,55.966294100799864,-2.9507364752000025,Scotland
EH33,55.94146590969167,-2.944728149779735,Scotland
EH34,55.91045213265304,-2.8856432142857127,Scotland
EH35,55.91107875641023,-2.944571948717949,Scotland
EH36,55.855444181818186,-2.8542980909090914,Scotland
EH37,55.86344417142855,-2.9663007428571455,Scotland
EH38,55.785174,-2.9618729999999998,Scotland
EH39,56.04804572505094,-2.7326817026476546,Scotland
EH4,55.962515210410196,-3.2559295593295396,Scotland
EH40,55.99019042666666,-2.651444066666666,Scotland
EH41,55.949576377495355,-2.778815442831213,Scotland
EH42,55.993791489847744,-2.524602865482232,Scotland
EH43,55.623862103448275,-3.01163624137931,Scotland
EH44,55.62098658064517,-3.0704571532258065,Scotland
EH45,55.65394851576575,-3.190192369369375,Scotland
EH46,55.73474196850399,-3.3423492913385813,Scotland
EH47,55.8605837406514,-3.664820024125448,Scotland
EH48,55.89818020804182,-3.660951659965035,Scotland
EH49,55.97691792513387,-3.6033660392156803,Scotland
EH5,55.97470471099734,-3.2195591355498685,Scotland
EH51,56.011453142566204,-3.6050117718940897,Scotland
EH52,55.93697498255804,-3.4891056104651157,Scotland
EH53,55.89524624999999,-3.4708787272727295,Scotland
EH54,55.8916838008353,-3.525003824512537,Scotland
EH55,55.84868269426753,-3.573380656050955,Scotland
EH6,55.971226746096306,-3.173779803122879,Scotland
EH7,55.95985050297405,-3.16347644944774,Scotland
EH8,55.94995568352805,-3.166325968871591,Scotland
EH9,55.933271927613895,-3.1870929235924876,Scotland
EH91,55.92716923999999,-3.2906995200000004,Scotland
EH95,55.978614,-3.2535209999999997,Scotland
EH99,55.951883333333335,-3.194749,Scotland
EN1,51.6532662953613,-0.0706038414562526,London
EN10,51.74086377758912,-0.021101701188455026,East of England
EN11,51.76370428867787,-0.009495560069144345,East of England
EN2,51.65855245941422,-0.09179555481171515,London
EN3,51.657948720689646,-0.041467502758620677,London
EN4,51.64829958803985,-0.16206495348837294,London
EN5,51.64819076219093,-0.18997782794520404,London
EN6,51.69907075623216,-0.17962075761772978,East of England
EN7,51.70859527472541,-0.0652189277864992,East of England
EN8,51.69584166883972,-0.03306846675358545,East of England
EN9,51.69471647098979,0.010645294653014772,East of England
EX1,50.72733956538957,-3.5076708467634967,South West
EX10,50.69187237766502,-3.245734895431464,South West
EX11,50.747151835025534,-3.2884970355329917,South West
EX12,50.70666871833325,-3.0809625133333287,South West
EX13,50.77390576244811,-3.0251007489626525,South West
EX14,50.81078867425085,-3.20023882519423,South West
EX15,50.8754121127029,-3.3468959016236908,South West
EX16,50.92048552667076,-3.4910746670754094,South West
EX17,50.81033212755111,-3.701132375850338,South West
EX18,50.901603680180195,-3.886477112612608,South West
EX19,50.875545223938225,-3.9983368803088837,South West
EX2,50.71074078247102,-3.5152555300950294,South West
EX20,50.7509749051094,-4.0149361743714564,South West
EX21,50.80333271202532,-4.208485727848101,South West
EX22,50.82654070930225,-4.366998755813957,South West
EX23,50.82489741371144,-4.533832841607569,South West
EX24,50.73747796694216,-3.087126694214875,South West
EX3,50.69597767069488,-3.460562371601215,South West
EX31,51.085215530712524,-4.068255430794424,South West
EX32,51.07339186926394,-4.027700219913438,South West
EX33,51.11265355529404,-4.166436141176469,South West
EX34,51.199155751756436,-4.108638200234193,South West
EX35,51.22470777777778,-3.8294450130718967,South West
EX36,51.01719412195123,-3.8018154552845598,South West
EX37,50.9792930361991,-3.9557259819004535,South West
EX38,50.9451572125984,-4.151228443569554,South West
EX39,51.016121985739716,-4.241894881164587,South West
EX4,50.73034412033977,-3.526141385559224,South West
EX5,50.75481297513186,-3.435328765636777,South West
EX6,50.67605838399067,-3.592649027842226,South West
EX7,50.58625094761901,-3.471203731746025,South West
EX8,50.628340705101515,-3.4030130922431865,South West
EX9,50.63898077306734,-3.323673533665836,South West
FK1,55.98895764618918,-3.792677019440161,Scotland
FK10,56.11498235617668,-3.783367572587911,Scotland
FK11,56.14992012195121,-3.851152609756099,Scotland
FK12,56.15208876646705,-3.80152876047904,Scotland
FK13,56.150189254807735,-3.7423977980769205,Scotland
FK14,56.16394488383838,-3.6658602727272713,Scotland
FK15,56.19983263213519,-3.9523777991543287,Scotland
FK16,56.191046349999986,-4.059032709999999,Scotland
FK17,56.24048660365861,-4.219382743902443,Scotland
FK18,56.316141,-4.316487777777778,Scotland
FK19,56.37329162857142,-4.311415000000001,Scotland
FK2,56.00531987124466,-3.7581135765379114,Scotland
FK20,56.407394107142856,-4.610571749999998,Scotland
FK21,56.46616385714288,-4.320864892857143,Scotland
FK3,56.011991343999874,-3.7204156191999944,Scotland
FK4,55.997556638461504,-3.9075617461538465,Scotland
FK5,56.02558942616827,-3.8206620990654208,Scotland
FK6,56.021714907834216,-3.9143694331797216,Scotland
FK7,56.09936800180175,-3.9180370828828837,Scotland
FK8,56.129018094361236,-4.033790344073652,Scotland
FK9,56.14156419999996,-3.9412209887850462,Scotland
FY0,53.75463785714286,-3.0081407142857146,North West
FY1,53.816207891653725,-3.0484168225539072,North West
FY2,53.844429516594516,-3.040143414141408,North West
FY3,53.82114432011608,-3.0225967978723483,North West
FY4,53.79204350275472,-3.030186025482101,North West
FY5,53.87354987500003,-3.0240103689839617,North West
FY6,53.86508135647277,-2.980066926829264,North West
FY7,53.91660592596814,-3.0253518747152537,North West
FY8,53.750539572794956,-3.0070752072263347,North West
G1,55.860508278316956,-4.2490786197410975,Scotland
G11,55.8735356536585,-4.313364395121957,Scotland
G12,55.87966707612085,-4.302028972888427,Scotland
G13,55.89268167473126,-4.347244119175628,Scotland
G14,55.88020652951095,-4.350844274873527,Scotland
G15,55.91035503253421,-4.366992227739724,Scotland
G2,55.8635326355271,-4.255869361711934,Scotland
G20,55.88558681035862,-4.2820470071713155,Scotland
G21,55.88045006413992,-4.22278713896988,Scotland
G22,55.88950534407018,-4.252592787701321,Scotland
G23,55.90258024550898,-4.285123790419162,Scotland
G3,55.86634135112306,-4.270135579587997,Scotland
G31,55.85601229652721,-4.209085912733731,Scotland
G32,55.848618239024326,-4.166346258536585,Scotland
G33,55.873484496579984,-4.165081974008197,Scotland
G34,55.86791152958579,-4.112722920118344,Scotland
G4,55.86811684242423,-4.251208874242418,Scotland
G40,55.84725830597893,-4.220700466588511,Scotland
G41,55.83864911629748,-4.281533227848098,Scotland
G42,55.83418976551095,-4.258762956204375,Scotland
G43,55.81869193827165,-4.292606119929449,Scotland
G44,55.8141231588448,-4.25784634777376,Scotland
G45,55.80458861981565,-4.233094751152074,Scotland
G46,55.80444138478043,-4.30688981028937,Scotland
G5,55.84772732321901,-4.2538578614775675,Scotland
G51,55.857423247516415,-4.313075865894018,Scotland
G52,55.84967768981485,-4.35344785555556,Scotland
G53,55.82079293111108,-4.352219413333331,Scotland
G58,55.85821223999999,-4.259490399999999,Scotland
G60,55.91752757276977,-4.441614572769948,Scotland
G61,55.919216484150006,-4.3301026916426855,Scotland
G62,55.942563107692266,-4.320623801709398,Scotland
G63,56.0428293313373,-4.37167861876247,Scotland
G64,55.910914456196785,-4.218013361111127,Scotland
G65,55.9720828738127,-4.0995252008141145,Scotland
G66,55.94022299087347,-4.154287623859193,Scotland
G67,55.94788628258733,-3.9856896935323602,Scotland
G68,55.95322285354705,-4.010911999999989,Scotland
G69,55.87463852645275,-4.102598098005207,Scotland
G70,55.95005409090909,-3.987579454545454,Scotland
G71,55.82201581676733,-4.075998976663803,Scotland
G72,55.80479304715679,-4.130771038141471,Scotland
G73,55.8219358063275,-4.2062537746913415,Scotland
G74,55.76770287536466,-4.1781160685130905,Scotland
G75,55.75082456778005,-4.197282614931239,Scotland
G76,55.77839035135136,-4.273398626769621,Scotland
G77,55.773567979976484,-4.331905121319174,Scotland
G78,55.79348997284546,-4.4084206788665945,Scotland
G79,55.771,-4.223062,Scotland
G80,55.868629000000006,-4.241889,Scotland
G81,55.91190832464448,-4.407085473143757,Scotland
G82,55.95085900582527,-4.573369735922332,Scotland
G83,56.01137902615192,-4.587096871731009,Scotland
G84,56.013709756925834,-4.7543308391420975,Scotland
G9,55.86865255555558,-4.2422421111111115,Scotland
G90,55.86912123076927,-4.240697128205128,Scotland
GL1,51.85640541362834,-2.246128066347887,South West
GL10,51.745251606164395,-2.2840797037671225,South West
GL11,51.69300141229192,-2.3576789270166367,South West
GL12,51.62745478146857,-2.385586145104891,South West
GL13,51.692882144366266,-2.453643721830988,South West
GL14,51.81886505011614,-2.4845627948718083,South West
GL15,51.73449611088081,-2.5488955108808278,South West
GL16,51.79536112714768,-2.61337296563574,South West
GL17,51.85492273437516,-2.5080750377604244,South West
GL18,51.93978344908623,-2.413454065274152,South West
GL19,51.93815615848221,-2.2835577276785672,South West
GL2,51.841774763578115,-2.2691800876312147,South West
GL20,52.00245643764893,-2.1304832263701297,South West
GL3,51.86063355072438,-2.180659979405027,South West
GL4,51.842751847725175,-2.2188044405756737,South West
GL5,51.73929657311669,-2.2212322223042857,South West
GL50,51.901479228240255,-2.081473335970762,South West
GL51,51.89679346763219,-2.108325296966953,South West
GL52,51.9226382269433,-2.060831611298888,South West
GL53,51.881971845493474,-2.0693119087982876,South West
GL54,51.898442508941706,-1.8647118360655737,South West
GL55,52.061831230562866,-1.7714383806970537,South West
GL56,51.990346575939746,-1.7042029278195476,South West
GL6,51.738719971448006,-2.1995702753229103,South West
GL7,51.710852364229574,-1.9065163032137813,South West
GL8,51.641537358313755,-2.168871946135831,South West
GL9,51.56109134126985,-2.293579269841272,South West
GU1,51.24312997674347,-0.5701238530655415,South East
GU10,51.1989252038067,-0.7964366502775568,South East
GU11,51.25006958978631,-0.7624506943986891,South East
GU12,51.25163838297873,-0.7325993140830794,South East
GU13,51.27509647645422,-0.8386565438596507,South East
GU14,51.2909041943007,-0.7613759476683901,South East
