outcode,latitude,longitude,region
CA25,54.52210759288538,-3.5196663636363623,North West
CA26,54.5443981484375,-3.4854730156250007,North West
CA27,54.490878318181814,-3.5930743030303023,North West
CA28,54.54338668421044,-3.579738868003345,North West
CA3,54.90621536146102,-2.9399696410579375,North West
CA4,54.856916839580244,-2.8213724332833596,North West
CA5,54.82125703645832,-3.209316546006943,North West
CA6,54.986815482843134,-2.8692653002451003,North West
CA7,54.80853156929951,-3.235194213859914,North West
CA8,54.93957413218385,-2.6888865359195377,North West
CA9,54.80140161764706,-2.417417754901962,North West
CA95,54.644848833333334,-3.566405,North West
CA99,54.89080833333333,-2.9438266666666664,North West
CB1,52.18474675322828,0.16688127152080284,East of England
CB10,52.02888926501814,0.2570094605418156,East of England
CB11,52.001400415745984,0.2139926933701659,East of England
CB2,52.17191486636186,0.12951400457317025,East of England
CB21,52.13068825891183,0.27899394371482217,East of England
CB22,52.13381688630136,0.13647612465753414,East of England
CB23,52.216792988349596,-0.024481082524271894,East of England
CB24,52.27632682662533,0.08250493808049518,East of England
CB25,52.25767987145566,0.24620923251417748,East of England
CB3,52.21436420439418,0.035324028628495506,East of England
CB4,52.2436764546175,0.11769360562821997,East of England
CB5,52.23387689516139,0.20053446428571378,East of England
CB6,52.40467845251394,0.22582078305400377,East of England
CB7,52.36655889488638,0.3158329346590916,East of England
CB8,52.233611635050366,0.42136913128140685,East of England
CB9,52.08334839244181,0.43958036143410867,East of England
CF1,51.47643270429874,-3.1819544112027613,Wales
CF10,51.473663300500874,-3.1772675041736327,Wales
CF11,51.470839807613636,-3.192888039428955,Wales
CF14,51.52044586220621,-3.2018774497120206,Wales
CF15,51.53343147568397,-3.270714285714282,Wales
CF2,51.49790072037933,-3.162385329120561,Wales
CF23,51.513236983399196,-3.144369505138336,Wales
CF24,51.48480049245527,-3.166356904663915,Wales
CF3,51.51818091282307,-3.1186362387227566,Wales
CF30,51.519633414893576,-3.1195710000000028,Wales
CF31,51.50767500769704,-3.575403579858876,Wales
CF32,51.55748580837007,-3.5830005385462607,Wales
CF33,51.52444047752814,-3.6871855365168504,Wales
CF34,51.61074717575754,-3.652627260606063,Wales
CF35,51.521317553153175,-3.5280182864864864,Wales
CF36,51.4838914511546,-3.6998416127886236,Wales
CF37,51.601301223140524,-3.334450942148766,Wales
CF38,51.56094381024668,-3.3335108273244805,Wales
CF39,51.601303144796375,-3.4268993921568662,Wales
CF4,51.52207306024086,-3.2191573304647045,Wales
CF40,51.62048879629636,-3.4529370353535307,Wales
CF41,51.64778367021277,-3.482741312056734,Wales
CF42,51.66668741623031,-3.5221566963350783,Wales
CF43,51.657057037267094,-3.450626242236027,Wales
CF44,51.71700451842765,-3.4566464799344865,Wales
CF45,51.670033196319,-3.3627366298568484,Wales
CF46,51.66386649622156,-3.3014309420654877,Wales
CF47,51.75054693972935,-3.37544631734317,Wales
CF48,51.742704405555585,-3.370665045555559,Wales
CF5,51.48317235094156,-3.2419947656903565,Wales
CF6,51.41738422393993,-3.2676446718197876,Wales
CF61,51.40945293680298,-3.4809261933085485,Wales
CF62,51.40421143564353,-3.309338608460849,Wales
CF63,51.41034753714264,-3.2606481242857095,Wales
CF64,51.43417314153179,-3.188352576952846,Wales
CF7,51.507236800252784,-3.418507839443739,Wales
CF71,51.45665323349061,-3.4654692877358646,Wales
CF72,51.529970488610545,-3.4016048838268746,Wales
CF8,51.62972899036138,-3.235714679518068,Wales
CF81,51.699667408352745,-3.2437475127610185,Wales
CF82,51.64903641127718,-3.237084262023221,Wales
CF83,51.58548013063649,-3.2207015251989546,Wales
CF91,51.465600499999994,-3.1939272500000007,Wales
CF95,51.481197,-3.1710479999999994,Wales
CF99,51.4641315,-3.16183,Wales
CH1,53.19946791254953,-2.900199847826138,North West
CH2,53.21587339534866,-2.8706147005813896,North West
CH25,53.39701627611943,-3.0117651044776115,North West
CH26,53.365709021052574,-3.0659143684210552,North West
CH27,53.42121880327867,-3.042311459016393,North West
CH28,53.40048427659579,-3.1119401489361693,North West
CH29,53.39026317948729,-3.179410512820522,North West
CH3,53.16767160075461,-2.82543478943396,North West
CH30,53.379046187500016,-3.098440562499999,North West
CH31,53.329726842105124,-3.0988549561403556,North West
CH32,53.36196975384602,-2.9976306153846193,North West
CH33,53.29056600000003,-3.0626379999999984,North West
CH34,53.28307080794695,-2.9093438609271534,North West
CH4,53.16932925862048,-2.9378775896551663,North West
CH41,53.39483854351689,-3.0309338321492043,North West
CH42,53.37514004914008,-3.021844965601962,North West
CH43,53.38293732658689,-3.060147926402939,North West
CH44,53.415621364731614,-3.037235652792994,North West
CH45,53.42829805680588,-3.050753743837078,North West
CH46,53.403956428776894,-3.1109543856115125,North West
CH47,53.3958712222222,-3.170202027777779,North West
CH48,53.37259615764333,-3.1709146401273887,North West
CH49,53.38093415776083,-3.1032930826971996,North West
CH5,53.20517159658729,-3.03805811672353,Wales
CH6,53.24901419689101,-3.144037416234891,Wales
CH60,53.32696429533675,-3.0964392176165796,North West
CH61,53.347450508129995,-3.1017490406504096,North West
CH62,53.33592753271993,-2.982212422290383,North West
CH63,53.34577668315803,-3.011438896842103,North West
CH64,53.28840405497386,-3.0490940235602113,North West
CH65,53.27844497578207,-2.9025033773965645,North West
CH66,53.27820739853077,-2.936613184573004,North West
CH7,53.169454497662436,-3.1341129641558396,Wales
CH70,53.192748775510175,-2.92254275510204,North West
CH8,53.28226749876545,-3.241619838271603,Wales
CH88,53.17796315384615,-2.895826923076923,North West
CH99,53.187182580000005,-2.88946354,North West
CM0,51.658756058495975,0.8311196364902512,East of England
CM1,51.74596748071513,0.46720542678570787,East of England
